職缺名稱,公司,地點,薪資,來源,發布日期,適合度分數,評分原因,連結,職缺描述,要求條件
Senior Data Analyst,MoMo,"Ho Chi Minh City, Vietnam",面議,CakeResume,,86.0,"技能匹配(6): sql, python, forecasting, dashboard, 數據分析, 資料分析; 職稱完全匹配: senior data analyst; [技能40+職稱30+關鍵字16+地點0]",https://www.cake.me/companies/momo-mservice/jobs/17149-senior-data-analyst-08e814ac87a77e2c5c35a79688a762,"At MoMo, we are not just processing transactions — we are building the data intelligence layer that powers smarter decisions across Vietnam's leading fintech platform. We are looking for a Senior Data...",
數據分析師 Data Analyst,玩美行動股份有限公司,台北市內湖區,面議,104,20260430,85.0,"技能匹配(5): sql, a/b testing, 數據分析, 資料分析, 實驗設計; 職稱完全匹配: data analyst; 地點符合: 台北市內湖區; [技能33+職稱30+關鍵字12+地點10]",https://www.104.com.tw/job/8mhgr,"【職務說明】
作為跨部門的數據夥伴，透過各項數據分析與洞察，協助進行產品與營運決策。需能將複雜且模糊的商業問題轉化為可量化的分析框架，並以資料視覺化、實驗設計與深度分析，提供具行動力與商業價值的建議，推動組織落實數據驅動的決策文化。

【工作內容】
1、跨部門商業夥伴合作
 與產品、營運及行銷團隊密切協作，深入理解業務需求與關鍵痛點，將模糊的商業問題轉化為具體的分析框架，並追蹤核心指標達成狀況。
...",
"Business Data Analyst (Bangkok Based, relocation provided)",Agoda,台北,面議,LinkedIn,2026-05-05,84.7,"技能匹配(5): sql, python, dashboard, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北; [技能33+職稱30+關鍵字11+地點10]",https://tw.linkedin.com/jobs/view/business-data-analyst-bangkok-based-relocation-provided-at-agoda-4410557029,"About Agoda At Agoda, we bridge the world through travel. Our story began in 2005, when two lifelong friends and entrepreneurs, driven by their passion for travel, launched Agoda to make it easier for...",
🎰 國際遊戲平台 - 數據分析 經理 (Data Analytics Leader) - SH,Cake Recruitment Consulting,"松山區, 台北市, 台灣",230萬 ~ 300萬 TWD / 年,CakeResume,,84.0,"技能匹配(9): sql, a/b testing, tableau, machine learning, 機器學習, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 松山區, 台北市, 台灣; [技能40+職稱17+關鍵字17+地點10]",https://www.cake.me/companies/cake-recruitment-consulting/jobs/software-systems-engineer-sh-from-a-well-known-japanese-restaurant-chain-262,"進軍東南亞市場遊戲品牌商🎮
專注於高速成長的海外遊戲生態圈，面對千萬級用戶產生的海量數據挑戰。
帶領 4-5 人數據應用團隊，與產品、工程及高層管理團隊緊密對策，將數據轉化為實質的商業獲利。
職位說明：
制定數據戰略：
規劃與業務目標高度一致的數據分析藍圖，確保分析動能支撐產品長遠發展。
團隊領導與人才培育：
引領數據分析團隊，建立專業分析方法論與工具規範，輔導成員成長。
數據治理與整合：
監督多...","必備條件：
學術背景：
數據科學、統計、資訊工程、數學等相關科系大學或碩士學位。
管理經驗：
5 年以上數據分析實務經驗，且其中包含至少 1-2 年的團隊管理或領導經驗。
核心技術：
精通
SQL
，具備處理大規模數據集（Large-scale datasets）的豐富經驗。
專業分析力：
熟練掌握統計分析、數據建模（Data Modeling）及相關分析框架。
視覺化工具：
熟悉 Tableau..."
"Associate, Data Analyst - Operations, ShopeePay",Shopee Viet Nam,"Ho Chi Minh City, Vietnam",面議,CakeResume,,83.7,"技能匹配(8): sql, python, dashboard, google sheets, 數據分析, 資料分析; 職稱完全匹配: data analyst; [技能40+職稱30+關鍵字14+地點0]",https://www.cake.me/companies/shopee-viet-nam/jobs/j02142226-associate-data-analyst-operations-shopeepay-eb6a2679b81661c527a16b291550b3,"Develop and maintain dashboards, reports, and performance metrics to support business decision-making.
Coordinate with stakeholders to evaluate and analyze data issues, identify root causes, and propo...","Must have
Minimum 2-year experience in data analysis or a similar one.
Bachelor’s degree in Statistics, Business, Data Analytics or a related field.
Proficiency in SQL, Microsoft Excel, Google Sheets ..."
資料分析師 Data Analyst-助理,華聚會計師事務所,台北市中山區,面議,104,20260501,82.0,"技能匹配(5): sql, tableau, 自動化, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市中山區; [技能33+職稱30+關鍵字9+地點10]",https://www.104.com.tw/job/80g1d,"
必備條件： 
- 3年以上經驗。
- 熟悉資料庫及Tableau工具。
- 略知SQL語法。
1. 將資料視覺化及建立模型
2. 數據價值和建立模板，提供解決方案，作為決策參考
3. 透過資料庫，挖掘對內對外應用發展價值
4. 自動化程式推行/製作技術文件

加分條件：
- 具備良好溝通能力，以及資料倉儲相關專案經驗者佳。
- 具備商業背景知識，具SAP相關工作經驗尤佳。",
O2O 商業數據分析師,全寵家科技股份有限公司,台北市中山區,面議,104,20260316,82.0,"技能匹配(5): sql, a/b testing, dashboard, tableau, 數據分析; 職稱完全匹配: 數據分析師; 地點符合: 台北市中山區; [技能33+職稱30+關鍵字9+地點10]",https://www.104.com.tw/job/8yzlj,"【職位亮點】
數據是手段，解決生意問題才是目的。 
您將負責全家會員消費與電商平台數據對接，參與從 0 到 1的誕生 。

【核心職責】
1.跨通路數據整合：串接官方電商、全家通路與社群數據，建立完整的用戶畫像。
2.銷售預測與庫存優化：分析產品銷售週期，提供精準的銷售預測，優化商品庫存配置。
3.行銷成效追蹤 (ROI)：追蹤社群的轉化路徑，評估行銷活動的獲客成本與成效。
4.消費者行為洞察：分...",
<產品開發> 資料分析師 / Data Analyst - Tableau,聯和科創股份有限公司,台北市中山區,面議,104,20260519,81.0,"技能匹配(5): sql, python, tableau, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市中山區; [技能33+職稱30+關鍵字8+地點10]",https://www.104.com.tw/job/8sj5d,"【工作內容】
 1. 數據閱讀與分析能力。
 2. 統整數據、用戶研究、市場分析後，根據目標打造符合市場需求的功能。 
 3. 與研發、設計、測試團隊緊密合作，制定符合成本效益的產品規格。
 4. 訂定、追蹤專案時程、測試及後續上線後的成效追蹤和維運管理。 
 5. 質量管理：監控專案的質量標準，確保交付的成果符合組織的質量期望，推動和實施質量改進措施。
 6. 專業發展：持續學習和更新專業知識。...",
數據與數位轉型專員 (Data & Digital Transformation Analyst),保誠人壽保險股份有限公司_總公司,台北市信義區,面議,104,20260510,81.0,"技能匹配(7): sql, python, dashboard, machine learning, 機器學習, 數據分析; 職稱部分匹配: 數據科學家; 地點符合: 台北市信義區; [技能40+職稱17+關鍵字14+地點10]",https://www.104.com.tw/job/90zvk,"1.	客戶洞察與資料分析
- 負責資料清理、資料探勘與分析，整合多元內外部資料來源，從大量資料中萃取具商業價值的客戶洞察（Customer Insights），支援關鍵業務決策。
- 運用質化與量化研究方法，分析客戶偏好、行為模式、趨勢與客戶生命週期，支援客戶、產品與通路策略擬定。

2.	數位與客戶管理轉型推動
- 以資料分析為起點，協助組織內部推動跨部門 B2B2C 客戶管理與數位轉型專案，強...",
"Senior Business Analyst (Bangkok Based, Relocation Provided)",Agoda,台北,面議,LinkedIn,2026-05-05,79.7,"技能匹配(4): sql, python, dashboard, experimentation; 職稱完全匹配: business analyst; 地點符合: 台北; [技能27+職稱30+關鍵字13+地點10]",https://tw.linkedin.com/jobs/view/senior-business-analyst-bangkok-based-relocation-provided-at-agoda-4410550140,"About Agoda At Agoda, we bridge the world through travel. Our story began in 2005, when two lifelong friends and entrepreneurs, driven by their passion for travel, launched Agoda to make it easier for...",
Business Analyst Trainee Program,"PT. Adira Dinamika Multi Finance, Tbk.",,面議,CakeResume,,77.7,"技能匹配(5): sql, python, dashboard, business analytics, data-driven decision making; 職稱完全匹配: business analyst; 地點符合: ; [技能33+職稱30+關鍵字4+地點10]",https://www.cake.me/companies/pt-adira-dinamika-multi-finance-tbk-429/jobs/business-analyst-trainee-program,"1. Mengumpulkan, mengolah, dan menganalisis data dari berbagai sumber internal maupun eksternal, termasuk data kompetitor, segmentasi pasar, serta preferensi pelanggan.
2. Menyusun dan mengembangkan d...","1. Pendidikan minimal S1 dari jurusan Statistik, Matematika, Bisnis Manajemen, Data Science, Sistem Informasi, Teknik Industri, Business Analytics, Business Information Technology atau jurusan sejenis..."
Data Analyst資料分析師,Taiwan AI Labs_雅婷智慧股份有限公司,台北市大同區,面議,104,20260520,77.3,"技能匹配(4): sql, python, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市大同區; [技能27+職稱30+關鍵字11+地點10]",https://www.104.com.tw/job/7ob2g,Taiwan AI Labs is a dynamic startup environment offering exceptional career development opportunities. We invite talented professionals to join us in shaping the future of artificial intelligence (AI)...,
（Sr.) Product Data Analyst  產品數據分析師,17LIVE_藝啟股份有限公司,台北市中山區,面議,104,20260521,76.0,"技能匹配(4): machine learning, 機器學習, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市中山區; [技能27+職稱30+關鍵字9+地點10]",https://www.104.com.tw/job/8iy9c,"；

加分條件：
➢數學，統計學，計算機科學或量化相關領域的學位(碩士/博士)；
➢有使用過機器學習技術的經驗在mobile app或直播或行銷行業的工作經驗；


The Product Data Analyst is someone who",
【CMRI美妝行銷總研】商業 數據分析 師(BUSINESS ANALYST),i-TRUE 艾思網絡股份有限公司︱@cosme,"台北市, 台灣",4.5萬 ~ 6.5萬 TWD / 月,CakeResume,,75.3,"技能匹配(4): python, dashboard, tableau, 數據分析; 職稱完全匹配: business analyst; 地點符合: 台北市, 台灣; [技能27+職稱30+關鍵字9+地點10]",https://www.cake.me/companies/i-true/jobs/cf5cc4,"國內最大化妝品使用心得及排行榜綜合網站@cosme Taiwan(前身UrCosme,2004年創建)在台營運20年，為國內消費者找尋化妝品使用心得及排行榜綜合資訊的主流網站，隸屬於日本上市公司集團istyle.Inc.。集結豐富的美妝產業資訊及美妝愛好者的行為資料，美妝行銷總研(CMRI)運用此資料庫，以多元觀點進行消費者洞察分享，旨在提供美妝業界趨勢分析洞察。本職缺內容如下：
【CMRI美妝行...","認同i-TRUE的企業核心文化與價值。
具有統計學相關知識，可運用方法論進行資料分析＆預測建模。
熟悉R語言、Tableau、Python等。
具商業應用，邏輯力與溝通能力，可獨立進行大型會議簡報。
喜好美妝產業，熱愛從數據資料中找出洞見，商業應用者尤佳。
研究所畢，MBA或相關系所，有豐富的社團經驗者尤佳。
立即應徵
優化履歷
查看所有職缺
立即應徵
優化履歷
查看所有職缺"
Data Analyst / 數據分析師,台灣百應生物科技股份有限公司,台北市中正區,面議,104,20260521,75.0,"技能匹配(4): machine learning, 機器學習, 數據分析, 資料分析; 職稱完全匹配: data analyst; 地點符合: 台北市中正區; [技能27+職稱30+關鍵字8+地點10]",https://www.104.com.tw/job/8dtkm,"工作描述：

概述：
我們正在尋找一位數據分析師，加入我們的團隊。成功的應徵者將負責每天收集來自各農業場域的數據，進行分析與統整，並製成詳細的報表，提供優化AI模型所需的訓練資料。

[主要職責]

1. 收集、處理和分析各種來源的數據，包括部署在畜舍中的相機圖片、重量等數據。
2. 運用Google Sheet進行資料彙整及報表產出，蒐集適合訓練AI模型的資料集。
3. 將數據分析結果轉化為易於...",
整合行銷群 會員資料分析師 (Contractor),麥當勞授權發展商_和德昌股份有限公司,台北市中正區,面議,104,20260522,75.0,"技能匹配(4): a/b testing, tableau, 數據分析, 實驗設計; 職稱完全匹配: 資料分析師; 地點符合: 台北市中正區; [技能27+職稱30+關鍵字8+地點10]",https://www.104.com.tw/job/8n951,"麥當勞的品牌承諾是提供「片刻時光別具滋味，以更快速方便的體驗，享受專屬於我的回饋優惠」。這些愉快的時刻體驗需要通過顧客體驗來提升。為了提供顧客專屬的溝通和體驗，這個職位將與我們的 APP（GMAL）和 LINE OA 團隊合作，發掘商業洞見與機會，以擴大會員貢獻、優化體驗，以提高顧客在麥當勞的造訪頻率。此職務主要工作內容包括：
1.     會員行為分析 
- 根據會員經營或行銷目標，設計實驗 (...",
